,Date,Name / Description,Expense/Income,Amount (EUR),Transaction,Category
3002,2022-08-07 14:18:34.768315,Pet Supplies,Income,351.55,Pet Supplies,Pet Care
3003,2022-08-07 15:12:29.646043,New Car Purchase,Expense,451.13,,
3004,2022-08-07 15:27:57.867172,Pet Supplies,Income,152.02,Pet Supplies,Pet Care
3005,2022-08-07 16:07:01.055987,Private Jet Rental,Income,344.34,Private Jet Rental,Travel
3006,2022-08-07 16:40:52.299022,Dental Care,Income,447.39,Dental Care,Health and Wellness
3007,2022-08-07 19:45:50.264131,Job Training Fee,Expense,305.88,Job Training Fee,Education
3008,2022-08-07 20:51:04.353347,Photography Service,Income,251.69,,
3009,2022-08-07 21:07:28.510963,Lottery Ticket,Expense,60.84,Lottery Ticket,Entertainment
3010,2022-08-07 21:46:07.568735,Client Meeting Expense,Income,112.2,Client Meeting Expense,Business Expenses
3011,2022-08-07 22:05:28.840327,Fitness Equipment,Income,286.19,Fitness Equipment,Home Gym
3012,2022-08-07 22:48:10.655352,Storage Unit Rental,Expense,395.11,Storage Unit Rental,Storage
3013,2022-08-07 23:40:49.381471,Software License,Income,78.55,Software License,Business
3014,2022-08-07 23:56:59.237661,Spotify Ab By Adyen,Expense,382.07,,
3015,2022-08-08 00:01:23.435163,Online Coaching,Income,279.05,Online Coaching,Education
3016,2022-08-08 02:59:45.846516,Fitness Equipment,Expense,83.09,Fitness Equipment,Home Gym
3017,2022-08-08 08:20:20.761595,Job Board Fee,Income,382.33,Job Board Fee,Career Development
3018,2022-08-08 10:15:56.796036,Pest Control,Income,311.29,Pest Control,Maintenance
3019,2022-08-08 12:11:17.283033,Property Tax,Expense,353.29,,
3020,2022-08-08 12:38:27.738328,Computer Purchase,Income,422.06,Computer Purchase,Electronics
3021,2022-08-08 13:00:16.924489,Freight Shipping,Expense,163.22,,
3022,2022-08-08 13:47:28.019476,Client Meeting Expense,Income,50.87,Client Meeting Expense,Business Expenses
3023,2022-08-08 18:37:53.005917,Pet Supplies,Expense,105.7,Pet Supplies,Pet Care
3024,2022-08-08 21:35:42.043450,Textbooks,Income,267.28,Textbooks,Education
3025,2022-08-09 02:42:20.967583,Car Loan Payment,Expense,29.53,Car Loan Payment,Finance
3026,2022-08-09 02:49:13.680536,Pest Control,Expense,461.76,Pest Control,Maintenance
3027,2022-08-09 03:32:47.812959,Holiday Shopping,Expense,146.38,Holiday Shopping,Shopping
3028,2022-08-09 03:40:03.966788,Uber Ride,Expense,144.32,Uber Ride,Transportation
3029,2022-08-09 04:40:07.706637,Subscription Renewal,Expense,399.57,Subscription Renewal,Subscriptions
3030,2022-08-09 05:51:31.471434,Personal Loan Payment,Income,171.05,Personal Loan Payment,Debt Repayment
3031,2022-08-09 06:29:09.521974,Private Jet Rental,Income,152.17,Private Jet Rental,Travel
3032,2022-08-09 08:37:54.754754,Internet Bill,Income,164.87,Internet Bill,Utilities
3033,2022-08-09 09:29:57.833543,Phone Accessory,Income,100.12,Phone Accessory,Electronics
3034,2022-08-09 13:33:37.415211,Anniversary Gift,Expense,151.01,Anniversary Gift,Romance
3035,2022-08-09 14:47:30.563271,Streaming Service,Expense,60.83,,
3036,2022-08-09 15:51:26.673608,Private Jet Rental,Expense,104.72,Private Jet Rental,Travel
3037,2022-08-09 16:13:20.511402,Flight Ticket,Income,493.35,,
3038,2022-08-09 16:22:12.467988,Yacht Charter,Expense,311.69,Yacht Charter,Travel
3039,2022-08-09 16:57:34.868297,Pharmacy,Income,407.16,Pharmacy,Health and Wellness
3040,2022-08-09 17:06:14.097157,Yacht Charter,Expense,21.93,Yacht Charter,Travel
3041,2022-08-09 17:47:18.544391,Uber Ride,Expense,425.63,Uber Ride,Transportation
3042,2022-08-09 18:16:48.094342,Parking Fee,Income,363.78,Parking Fee,Transportation
3043,2022-08-09 18:47:48.047429,Museum Tickets,Income,153.19,Museum Tickets,Leisure
3044,2022-08-09 23:02:59.908004,Office Supplies,Expense,308.96,Office Supplies,Office Expenses
3045,2022-08-10 01:19:55.200057,Freight Shipping,Expense,63.06,,
3046,2022-08-10 01:29:43.501191,Anniversary Gift,Income,338.86,Anniversary Gift,Romance
3047,2022-08-10 03:18:32.949457,Monthly Rent,Expense,11.24,Monthly Rent,Rent
3048,2022-08-10 03:22:42.400786,Home Appliance,Expense,237.52,,
3049,2022-08-10 03:46:19.585727,Pet Grooming,Expense,53.54,Pet Grooming,Pet Care
3050,2022-08-10 05:06:02.989000,Electrician Service,Expense,410.07,Electrician Service,Maintenance
3051,2022-08-10 11:03:01.826559,Credit Report Fee,Expense,232.27,Credit Report Fee,Finance
3052,2022-08-10 13:46:14.886605,Water Bill,Expense,284.66,Water Bill,Utilities
3053,2022-08-10 15:21:23.934449,Hair Salon,Expense,250.39,,
3054,2022-08-10 16:01:24.502220,Business Expense,Income,181.35,Business Expense,Business
3055,2022-08-10 16:04:43.819475,Hotel Stay,Expense,105.84,Hotel Stay,Accommodation
3056,2022-08-10 19:51:34.147207,Wine Subscription,Income,194.43,Wine Subscription,Entertainment Subs
3057,2022-08-11 02:04:37.370006,School Supplies,Expense,10.1,School Supplies,Education
3058,2022-08-11 02:21:00.152194,Funeral Expenses,Expense,141.6,Funeral Expenses,Bereavement
3059,2022-08-11 02:45:20.877005,Trash Collection,Income,389.0,Trash Collection,Utilities
3060,2022-08-11 03:45:17.643023,Spa Package,Income,160.13,Spa Package,Relaxation/Leisure
3061,2022-08-11 06:57:38.401328,Photography Service,Expense,493.78,,
3062,2022-08-11 07:00:42.988840,Background Check,Expense,174.21,Background Check,Personal Documents
3063,2022-08-11 07:12:58.541112,Netflix Subscription,Income,305.27,Netflix Subscription,Entertainment
3064,2022-08-11 08:12:42.119051,Electricity Bill,Expense,74.15,Electricity Bill,Utilities
3065,2022-08-11 10:20:43.453492,Business Supplies,Income,431.46,Business Supplies,Office Expenses
3066,2022-08-11 11:08:55.358484,Festival Tickets,Expense,118.97,Festival Tickets,Entertainment
3067,2022-08-11 14:59:43.053991,Camera Equipment,Income,111.23,Camera Equipment,Photography
3068,2022-08-11 17:51:34.994139,Pharmacy,Income,107.78,Pharmacy,Health and Wellness
3069,2022-08-11 18:17:11.710006,Insurance Payment,Expense,451.87,Insurance Payment,Insurance Premiums
3070,2022-08-11 19:51:13.133693,Personal Loan Payment,Income,425.24,Personal Loan Payment,Debt Repayment
3071,2022-08-11 22:53:31.421415,Luxury Hotel Stay,Income,345.67,Luxury Hotel Stay,Travel
3072,2022-08-11 23:06:14.634868,Spotify Ab By Adyen,Income,437.58,,
3073,2022-08-12 02:22:12.547478,Fitness Equipment,Income,104.55,Fitness Equipment,Home Gym
3074,2022-08-12 05:50:30.686513,Toll Road Fee,Income,77.88,Toll Road Fee,Transportation
3075,2022-08-12 06:23:34.655716,Wire Transfer Fee,Income,159.6,Wire Transfer Fee,Banking
3076,2022-08-12 10:26:11.766884,Investment Income,Expense,286.86,Investment Income,Investments
3077,2022-08-12 11:30:09.096527,Bank Service Charge,Expense,240.77,Bank Service Charge,Banking Fees
3078,2022-08-12 13:22:16.075743,Online Shopping,Expense,475.5,,
3079,2022-08-12 17:26:15.535837,Yacht Charter,Expense,85.9,Yacht Charter,Travel
3080,2022-08-12 17:30:16.578831,Office Supplies,Income,83.71,Office Supplies,Office Expenses
3081,2022-08-12 18:40:01.277674,Cabin Rental,Income,454.38,Cabin Rental,Vacation
3082,2022-08-12 22:46:37.653521,Home Improvement,Expense,160.66,Home Improvement,Renovation
3083,2022-08-13 02:00:28.191637,Internet Bill,Income,41.19,Internet Bill,Utilities
3084,2022-08-13 02:12:44.728639,Client Meeting Expense,Income,326.36,Client Meeting Expense,Business Expenses
3085,2022-08-13 02:45:57.423118,Cabin Rental,Expense,320.38,Cabin Rental,Vacation
3086,2022-08-13 04:29:17.050706,Landscaping,Income,124.86,Landscaping,Yard Maintenance
3087,2022-08-13 05:06:07.243673,Digital Download,Income,300.74,Digital Download,Software/Purchases
3088,2022-08-13 08:57:34.154819,Gym Membership,Income,462.64,Gym Membership,Fitness
3089,2022-08-13 09:27:29.525279,Luxury Purchase,Expense,28.02,Luxury Purchase,Hobbies
3090,2022-08-13 10:27:42.377351,Credit Card Payment,Expense,292.0,Credit Card Payment,Finance
3091,2022-08-13 13:03:48.281334,Freight Shipping,Expense,389.38,,
3092,2022-08-13 13:23:34.868370,Phone Bill,Income,495.67,Phone Bill,Utilities
3093,2022-08-13 13:51:22.852918,Gifts & Cards,Expense,360.65,Gifts & Cards,Gifts
3094,2022-08-13 14:15:40.278592,Software Subscription,Expense,257.92,Software Subscription,Software/Purchases
3095,2022-08-13 15:46:00.474820,Movie Theater,Income,121.69,Movie Theater,Entertainment
3096,2022-08-13 17:41:30.173882,Online Shopping,Income,159.43,,
3097,2022-08-13 21:11:42.747587,Spotify Ab By Adyen,Income,467.82,,
3098,2022-08-13 23:21:02.199399,Phone Accessory,Income,71.54,Phone Accessory,Electronics
3099,2022-08-14 03:36:21.611825,Flight Ticket,Expense,244.81,,
3100,2022-08-14 15:45:08.110911,Property Tax,Expense,13.35,,
3101,2022-08-14 18:32:38.674191,Job Training Fee,Income,461.77,Job Training Fee,Education
3102,2022-08-14 19:11:52.409749,ATM Fee,Income,180.54,,
3103,2022-08-14 19:30:41.602397,Streaming Rental,Income,256.26,,
3104,2022-08-14 20:42:10.864936,Concert Tickets,Expense,393.32,Concert Tickets,Entertainment
3105,2022-08-14 23:26:24.931362,Internet Bill,Income,306.58,Internet Bill,Utilities
3106,2022-08-15 02:33:47.608460,Weekend Getaway,Expense,15.93,Weekend Getaway,Travel
3107,2022-08-15 05:14:56.838179,Used Car Purchase,Income,220.46,Used Car Purchase,Transportation
3108,2022-08-15 06:02:09.496212,Monthly Rent,Expense,133.69,Monthly Rent,Rent
3109,2022-08-15 06:36:46.483616,Personal Trainer,Expense,42.92,Personal Trainer,Fitness
3110,2022-08-15 08:16:53.900895,Car Fuel,Expense,495.07,Car Fuel,Transportation
3111,2022-08-15 08:59:26.243136,New Car Purchase,Income,249.57,,
3112,2022-08-15 09:13:03.988263,Vacation Home Rental,Income,279.45,Vacation Home Rental,Accommodation
3113,2022-08-15 10:25:45.877441,Wedding Gift,Expense,199.05,,
3114,2022-08-15 10:27:58.379209,Tutoring Services,Income,252.38,Tutoring Services,Education
3115,2022-08-15 13:44:16.058838,Online Marketplace,Income,406.12,Online Marketplace,E-commerce
3116,2022-08-15 16:55:44.893603,Storage Unit Rental,Income,217.09,Storage Unit Rental,Storage
3117,2022-08-15 18:52:00.943515,Bicycle Repair,Expense,115.2,Bicycle Repair,Maintenance
3118,2022-08-15 20:08:04.162271,Uber Ride,Income,247.68,Uber Ride,Transportation
3119,2022-08-15 20:40:27.955283,Medical Checkup,Income,306.26,Medical Checkup,Health and Wellness
3120,2022-08-15 23:51:42.424308,Credit Card Payment,Income,135.14,Credit Card Payment,Finance
3121,2022-08-16 12:29:36.046987,Freelance Work,Income,39.28,Freelance Work,Business
3122,2022-08-16 14:56:21.043573,Grocery Delivery,Income,168.81,Grocery Delivery,Food and Drinks
3123,2022-08-16 15:10:05.624591,Lottery Ticket,Expense,458.55,Lottery Ticket,Entertainment
3124,2022-08-16 17:26:55.848024,Travel Insurance,Expense,316.82,,
3125,2022-08-16 18:47:40.127081,Resume Service,Income,324.98,Resume Service,Career Development
3126,2022-08-17 03:07:44.815680,Coffee Shop,Expense,60.28,Coffee Shop,Food and Drinks
3127,2022-08-17 06:05:54.523039,Membership Fee,Income,454.39,Membership Fee,Subscriptions
3128,2022-08-17 06:43:55.506011,Coffee Shop,Income,150.79,Coffee Shop,Food and Drinks
3129,2022-08-17 08:00:20.893418,Gifts & Cards,Expense,153.56,Gifts & Cards,Gifts
3130,2022-08-17 08:57:54.224907,Wedding Gift,Income,244.77,,
3131,2022-08-17 08:58:08.070265,Hardware Store,Income,146.07,Hardware Store,Hardware/Paint
3132,2022-08-17 10:25:24.594763,Hotel Stay,Income,17.7,Hotel Stay,Accommodation
3133,2022-08-17 10:31:46.381814,Online Shopping,Income,23.85,,
3134,2022-08-17 10:45:41.789792,Bowling Alley,Expense,371.12,Bowling Alley,Leisure
3135,2022-08-17 11:25:37.636646,Optometry Visit,Income,346.13,,
3136,2022-08-17 12:17:49.222599,Netflix Subscription,Expense,393.2,Netflix Subscription,Entertainment
3137,2022-08-17 12:40:55.851820,Cabin Rental,Income,170.05,Cabin Rental,Vacation
3138,2022-08-17 15:32:24.357615,Weekend Getaway,Expense,140.24,Weekend Getaway,Travel
3139,2022-08-17 15:41:02.144227,Department Store,Expense,11.32,Department Store,Shopping
3140,2022-08-17 16:24:42.679543,Membership Fee,Income,381.87,Membership Fee,Subscriptions
3141,2022-08-17 19:31:05.344231,Art Gallery Purchase,Expense,125.05,Art Gallery Purchase,Collectibles
3142,2022-08-17 20:04:40.545909,Movie Theater,Income,168.4,Movie Theater,Entertainment
3143,2022-08-17 20:10:59.775324,Phone Accessory,Expense,318.6,Phone Accessory,Electronics
3144,2022-08-17 20:48:19.586869,Bail Bond Payment,Income,498.18,,
3145,2022-08-17 23:15:58.885568,Insurance Payment,Expense,233.34,Insurance Payment,Insurance Premiums
3146,2022-08-17 23:56:47.229149,ATM Fee,Income,10.28,,
3147,2022-08-18 00:41:17.548020,Childcare Services,Expense,195.7,Childcare Services,Family Care
3148,2022-08-18 01:52:57.785363,Car Repair,Expense,13.78,,
3149,2022-08-18 02:38:51.528500,Outdoor Equipment,Income,184.19,,
3150,2022-08-18 02:55:27.338884,Hardware Store,Income,33.81,Hardware Store,Hardware/Paint
3151,2022-08-18 04:10:18.799896,Vet Bill,Income,386.55,Vet Bill,Pet Care
3152,2022-08-18 05:40:04.259737,Medical Checkup,Expense,54.03,Medical Checkup,Health and Wellness
3153,2022-08-18 06:00:35.474742,Coffee Shop,Expense,404.03,Coffee Shop,Food and Drinks
3154,2022-08-18 12:01:38.343577,Business Expense,Expense,486.8,Business Expense,Business
3155,2022-08-18 13:34:19.900788,Bowling Alley,Income,311.95,Bowling Alley,Leisure
3156,2022-08-18 19:09:20.444450,Etsy Purchase,Expense,184.85,Etsy Purchase,Hobbies
3157,2022-08-18 21:18:17.749081,Department Store,Expense,223.21,Department Store,Shopping
3158,2022-08-18 22:32:03.072785,Streaming Service,Expense,280.26,,
3159,2022-08-18 23:59:18.864570,Trust Fund Contribution,Income,52.56,Trust Fund Contribution,Investment
3160,2022-08-19 02:38:04.345215,Online Coaching,Expense,244.05,Online Coaching,Education
3161,2022-08-19 03:17:17.439475,Home Improvement,Expense,374.32,Home Improvement,Renovation
3162,2022-08-19 03:57:50.100515,Luxury Hotel Stay,Income,8.01,Luxury Hotel Stay,Travel
3163,2022-08-19 07:26:42.841858,Event Registration,Income,309.52,,
3164,2022-08-19 12:25:03.820451,Doctor Visit,Expense,264.61,Doctor Visit,Health and Wellness
3165,2022-08-19 12:58:09.894093,Festival Tickets,Income,239.35,Festival Tickets,Entertainment
3166,2022-08-19 15:02:25.797476,Digital Download,Income,223.5,Digital Download,Software/Purchases
3167,2022-08-19 15:48:31.271798,Used Car Purchase,Expense,330.11,Used Car Purchase,Transportation
3168,2022-08-19 15:52:17.509802,Septic Tank Service,Expense,42.08,Septic Tank Service,Maintenance
3169,2022-08-19 17:19:16.062080,Investment Income,Expense,341.86,Investment Income,Investments
3170,2022-08-19 17:44:05.042634,Gifts & Cards,Expense,63.15,Gifts & Cards,Gifts
3171,2022-08-19 18:04:53.067884,Hotel Stay,Income,370.08,Hotel Stay,Accommodation
3172,2022-08-19 21:40:31.169684,Uber Ride,Expense,148.78,Uber Ride,Transportation
3173,2022-08-20 01:10:15.498026,Pet Grooming,Expense,472.51,Pet Grooming,Pet Care
3174,2022-08-20 01:44:26.840517,Business Expense,Income,375.22,Business Expense,Business
3175,2022-08-20 05:27:27.095288,Resume Service,Expense,213.42,Resume Service,Career Development
3176,2022-08-20 05:33:01.163118,Student Loan Payment,Expense,111.21,Student Loan Payment,Loans
3177,2022-08-20 08:04:59.864264,Yoga Class,Expense,125.76,Yoga Class,Fitness
3178,2022-08-20 10:28:19.075522,Monthly Rent,Expense,322.29,Monthly Rent,Rent
3179,2022-08-20 11:00:09.162392,Snow Removal,Income,266.72,Snow Removal,Maintenance
3180,2022-08-20 11:39:23.091922,Festival Tickets,Expense,262.17,Festival Tickets,Entertainment
3181,2022-08-20 11:55:01.375086,Wire Transfer Fee,Income,121.28,Wire Transfer Fee,Banking
3182,2022-08-20 14:16:11.096446,Library Fee,Expense,422.91,Library Fee,Education Access
3183,2022-08-20 18:52:52.875856,Life Insurance,Expense,418.34,Life Insurance,Insurance
3184,2022-08-20 19:39:53.407206,Bicycle Repair,Income,483.56,Bicycle Repair,Maintenance
3185,2022-08-20 21:54:50.619911,Weekend Getaway,Income,25.06,Weekend Getaway,Travel
3186,2022-08-21 01:36:52.026480,Personal Trainer,Income,230.28,Personal Trainer,Fitness
3187,2022-08-21 01:58:07.667537,Etsy Purchase,Expense,424.98,Etsy Purchase,Hobbies
3188,2022-08-21 02:41:32.085512,Wire Transfer Fee,Expense,425.82,Wire Transfer Fee,Banking
3189,2022-08-21 05:39:28.338423,Uber Ride,Expense,278.31,Uber Ride,Transportation
3190,2022-08-21 07:45:19.968692,Library Fee,Income,210.48,Library Fee,Education Access
3191,2022-08-21 08:49:37.323741,Side Gig Income,Expense,393.6,Side Gig Income,Side Hustle
3192,2022-08-21 10:45:22.223073,Library Fee,Expense,385.83,Library Fee,Education Access
3193,2022-08-21 14:20:36.203929,Concert Tickets,Expense,345.21,Concert Tickets,Entertainment
3194,2022-08-21 18:45:43.875109,Life Insurance,Expense,356.64,Life Insurance,Insurance
3195,2022-08-21 19:02:40.485141,Laundry Service,Expense,463.59,Laundry Service,Household
3196,2022-08-21 21:15:17.801133,Walmart Groceries,Income,366.5,Walmart Groceries,Grocery Shopping
3197,2022-08-21 22:28:58.223285,Fitness Equipment,Expense,247.32,Fitness Equipment,Home Gym
3198,2022-08-22 00:28:13.993629,Laundry Service,Expense,52.51,Laundry Service,Household
3199,2022-08-22 09:09:29.563554,Subscription Box,Expense,338.67,Subscription Box,Subscriptions
3200,2022-08-22 12:09:10.675229,Yacht Charter,Expense,273.24,Yacht Charter,Travel
3201,2022-08-22 12:11:31.196656,Restaurant Dining,Expense,232.62,,
3202,2022-08-22 14:15:48.930516,Moving Service,Income,97.62,Moving Service,Moving
3203,2022-08-22 14:21:48.884995,Resume Service,Income,388.12,Resume Service,Career Development
3204,2022-08-22 14:50:05.758605,Trash Collection,Expense,100.72,Trash Collection,Utilities
3205,2022-08-22 15:15:02.491073,Subscription Box,Income,344.99,Subscription Box,Subscriptions
3206,2022-08-22 17:58:57.289185,Luxury Hotel Stay,Income,173.79,Luxury Hotel Stay,Travel
3207,2022-08-22 18:51:49.946430,Luxury Car Lease,Expense,462.71,Luxury Car Lease,Travel
3208,2022-08-23 04:53:23.036548,Vehicle Insurance,Income,415.88,Vehicle Insurance,Transportation
3209,2022-08-23 09:13:03.621839,Water Bill,Income,415.26,Water Bill,Utilities
3210,2022-08-23 10:02:07.569198,Netflix Subscription,Income,206.39,Netflix Subscription,Entertainment
3211,2022-08-23 10:32:11.918821,Storage Unit Rental,Expense,326.86,Storage Unit Rental,Storage
3212,2022-08-23 11:22:58.247769,Day Spa,Income,192.88,Day Spa,Health and Wellness
3213,2022-08-23 11:24:23.595756,Online Coaching,Expense,430.57,Online Coaching,Education
3214,2022-08-23 11:40:28.841934,Art Gallery Purchase,Income,129.82,Art Gallery Purchase,Collectibles
3215,2022-08-23 11:41:52.509299,Restaurant Dining,Expense,372.92,,
3216,2022-08-23 11:48:28.810766,Wine Subscription,Expense,102.29,Wine Subscription,Entertainment Subs
3217,2022-08-23 14:58:42.454653,Roof Repair,Income,8.26,Roof Repair,Maintenance
3218,2022-08-23 16:20:05.132967,Restaurant Takeout,Expense,367.54,Restaurant Takeout,Food and Drinks
3219,2022-08-23 18:07:58.359443,Sales Tax,Expense,311.9,Sales Tax,Taxes
3220,2022-08-23 20:55:25.584992,Tattoo Parlor,Expense,466.26,Tattoo Parlor,Entertainment
3221,2022-08-24 00:13:16.795188,Hair Salon,Expense,86.23,,
3222,2022-08-24 00:26:09.100251,Bicycle Repair,Income,206.86,Bicycle Repair,Maintenance
