Date,Name / Description,Expense/Income,Amount (EUR)
2022-08-18 22:32:03.072785,Streaming Service,Expense,280.26
2022-08-18 23:59:18.864570,Trust Fund Contribution,Income,52.56
2022-08-19 02:38:04.345215,Online Coaching,Expense,244.05
2022-08-19 03:17:17.439475,Home Improvement,Expense,374.32
2022-08-19 03:57:50.100515,Luxury Hotel Stay,Income,8.01
2022-08-19 07:26:42.841858,Event Registration,Income,309.52
2022-08-19 12:25:03.820451,Doctor Visit,Expense,264.61
2022-08-19 12:58:09.894093,Festival Tickets,Income,239.35
2022-08-19 15:02:25.797476,Digital Download,Income,223.5
2022-08-19 15:48:31.271798,Used Car Purchase,Expense,330.11
2022-08-19 15:52:17.509802,Septic Tank Service,Expense,42.08
2022-08-19 17:19:16.062080,Investment Income,Expense,341.86
2022-08-19 17:44:05.042634,Gifts & Cards,Expense,63.15
2022-08-19 18:04:53.067884,Hotel Stay,Income,370.08
2022-08-19 21:40:31.169684,Uber Ride,Expense,148.78
2022-08-20 01:10:15.498026,Pet Grooming,Expense,472.51
2022-08-20 01:44:26.840517,Business Expense,Income,375.22
2022-08-20 05:27:27.095288,Resume Service,Expense,213.42
2022-08-20 05:33:01.163118,Student Loan Payment,Expense,111.21
2022-08-20 08:04:59.864264,Yoga Class,Expense,125.76
2022-08-20 10:28:19.075522,Monthly Rent,Expense,322.29
2022-08-20 11:00:09.162392,Snow Removal,Income,266.72
2022-08-20 11:39:23.091922,Festival Tickets,Expense,262.17
2022-08-20 11:55:01.375086,Wire Transfer Fee,Income,121.28
2022-08-20 14:16:11.096446,Library Fee,Expense,422.91
2022-08-20 18:52:52.875856,Life Insurance,Expense,418.34
2022-08-20 19:39:53.407206,Bicycle Repair,Income,483.56
2022-08-20 21:54:50.619911,Weekend Getaway,Income,25.06
2022-08-21 01:36:52.026480,Personal Trainer,Income,230.28
2022-08-21 01:58:07.667537,Etsy Purchase,Expense,424.98
2022-08-21 02:41:32.085512,Wire Transfer Fee,Expense,425.82
2022-08-21 05:39:28.338423,Uber Ride,Expense,278.31
2022-08-21 07:45:19.968692,Library Fee,Income,210.48
2022-08-21 08:49:37.323741,Side Gig Income,Expense,393.6
2022-08-21 10:45:22.223073,Library Fee,Expense,385.83
2022-08-21 14:20:36.203929,Concert Tickets,Expense,345.21
2022-08-21 18:45:43.875109,Life Insurance,Expense,356.64
2022-08-21 19:02:40.485141,Laundry Service,Expense,463.59
2022-08-21 21:15:17.801133,Walmart Groceries,Income,366.5
2022-08-21 22:28:58.223285,Fitness Equipment,Expense,247.32
2022-08-22 00:28:13.993629,Laundry Service,Expense,52.51
2022-08-22 09:09:29.563554,Subscription Box,Expense,338.67
2022-08-22 12:09:10.675229,Yacht Charter,Expense,273.24
2022-08-22 12:11:31.196656,Restaurant Dining,Expense,232.62
2022-08-22 14:15:48.930516,Moving Service,Income,97.62
2022-08-22 14:21:48.884995,Resume Service,Income,388.12
2022-08-22 14:50:05.758605,Trash Collection,Expense,100.72
2022-08-22 15:15:02.491073,Subscription Box,Income,344.99
2022-08-22 17:58:57.289185,Luxury Hotel Stay,Income,173.79
2022-08-22 18:51:49.946430,Luxury Car Lease,Expense,462.71
2022-08-23 04:53:23.036548,Vehicle Insurance,Income,415.88
2022-08-23 09:13:03.621839,Water Bill,Income,415.26
2022-08-23 10:02:07.569198,Netflix Subscription,Income,206.39
2022-08-23 10:32:11.918821,Storage Unit Rental,Expense,326.86
2022-08-23 11:22:58.247769,Day Spa,Income,192.88
2022-08-23 11:24:23.595756,Online Coaching,Expense,430.57
2022-08-23 11:40:28.841934,Art Gallery Purchase,Income,129.82
2022-08-23 11:41:52.509299,Restaurant Dining,Expense,372.92
2022-08-23 11:48:28.810766,Wine Subscription,Expense,102.29
2022-08-23 14:58:42.454653,Roof Repair,Income,8.26
2022-08-23 16:20:05.132967,Restaurant Takeout,Expense,367.54
2022-08-23 18:07:58.359443,Sales Tax,Expense,311.9
2022-08-23 20:55:25.584992,Tattoo Parlor,Expense,466.26
2022-08-24 00:13:16.795188,Hair Salon,Expense,86.23
2022-08-24 00:26:09.100251,Bicycle Repair,Income,206.86
2022-08-24 00:28:04.631157,Hardware Store,Expense,203.91
2022-08-24 00:47:29.189321,Donation to Charity,Expense,15.65
2022-08-24 01:05:03.363664,Investment Account,Expense,327.22
2022-08-24 04:19:46.681588,Uber Ride,Income,246.62
2022-08-24 05:36:06.701792,Course Fees,Expense,309.97
2022-08-24 07:46:26.018229,Sales Tax,Expense,253.11
2022-08-24 08:05:27.968301,Freelance Work,Income,211.29
2022-08-24 08:58:38.570615,Camera Equipment,Expense,47.03
2022-08-24 09:02:47.451272,Private Jet Rental,Income,315.36
2022-08-24 11:02:59.202071,Background Check,Income,358.16
2022-08-24 11:11:42.476760,Roof Repair,Expense,363.17
2022-08-24 12:08:32.993195,Ski Resort,Income,19.34
2022-08-24 14:34:03.121032,Donation to Charity,Expense,429.34
2022-08-24 17:38:36.663131,Concert Tickets,Income,352.22
2022-08-24 18:31:53.665196,Tattoo Parlor,Income,350.54
2022-08-24 19:05:50.269804,Course Fees,Expense,92.89
2022-08-24 19:16:20.907244,Investment Advisor Fee,Income,204.64
2022-08-24 20:37:36.110353,Membership Fee,Expense,362.31
2022-08-24 22:44:40.306132,Spotify Subscription,Income,257.91
2022-08-24 23:07:14.163973,Electricity Bill,Expense,7.26
2022-08-25 00:35:59.744315,Home Renovation,Income,220.61
2022-08-25 01:50:23.455261,Roof Repair,Income,380.0
2022-08-25 02:40:42.514810,Notary Service,Income,436.69
2022-08-25 04:57:06.356150,Textbooks,Expense,369.64
2022-08-25 06:00:44.471623,Coffee Shop,Income,417.49
2022-08-25 07:34:46.248368,Furniture Purchase,Expense,384.15
2022-08-25 09:18:21.552955,Art Gallery Purchase,Expense,32.0
2022-08-25 10:54:09.620109,HVAC Maintenance,Expense,41.89
2022-08-25 11:08:18.988418,Retirement Contribution,Expense,58.11
2022-08-25 13:40:08.419653,Trust Fund Contribution,Income,445.61
2022-08-25 14:32:04.258173,Hotel Stay,Income,89.03
2022-08-25 16:48:43.838943,Photography Service,Income,218.26
2022-08-25 18:01:12.021460,Museum Tickets,Expense,322.96
2022-08-25 23:46:46.760775,Debt Collection,Expense,265.46
2022-08-26 02:12:22.108627,Foreign Transaction Fee,Income,351.58
2022-08-26 04:48:54.495015,Career Counseling,Expense,223.62
2022-08-26 10:07:09.657766,Life Insurance,Income,91.43
2022-08-26 22:06:27.912303,Day Spa,Expense,478.74
2022-08-27 00:27:28.477097,Wedding Gift,Income,324.76
2022-08-27 01:06:34.239982,Investment Brokerage Fee,Expense,175.75
2022-08-27 01:59:31.176403,Trash Collection,Expense,267.97
2022-08-27 05:08:20.085486,Yacht Charter,Income,214.99
2022-08-27 05:12:14.915867,Concert Tickets,Income,489.65
2022-08-27 06:14:46.166829,Bowling Alley,Income,267.95
2022-08-27 06:44:12.009585,Trust Fund Contribution,Expense,68.08
2022-08-27 08:25:12.642725,Tattoo Parlor,Expense,13.59
2022-08-27 10:25:00.892717,Festival Tickets,Expense,346.85
2022-08-27 11:08:55.477275,HVAC Maintenance,Expense,78.51
2022-08-27 15:06:17.280247,Mortgage Payment,Expense,167.02
2022-08-27 15:28:10.002049,Travel Insurance,Expense,215.68
2022-08-27 16:20:04.625778,Gifts & Cards,Income,25.18
2022-08-27 17:24:19.528231,Window Cleaning,Expense,319.37
2022-08-27 19:20:50.282672,Investment Income,Income,272.02
2022-08-27 23:55:32.203439,Water Bill,Expense,57.96
2022-08-28 01:42:30.465551,Trust Fund Contribution,Income,96.64
2022-08-28 08:44:34.744307,Massage Therapy,Expense,451.41
2022-08-28 10:35:17.616852,Book Purchase,Income,459.08
2022-08-28 10:41:16.578795,Mortgage Payment,Expense,242.68
2022-08-28 13:31:07.985825,Optometry Visit,Expense,264.84
2022-08-28 13:52:29.749471,Restaurant Takeout,Income,469.49
2022-08-28 14:11:47.235599,Theater Tickets,Income,466.81
2022-08-28 14:39:50.642295,Resume Service,Expense,330.42
2022-08-28 17:12:14.162828,Home Improvement,Income,467.51
2022-08-28 17:24:30.532364,Court Fees,Income,42.85
2022-08-28 18:17:06.126229,Accountant Fees,Expense,75.18
2022-08-28 19:31:24.367937,Babysitting Service,Income,48.22
2022-08-28 23:49:56.595811,Trust Fund Contribution,Income,135.64
2022-08-29 00:06:51.076154,Grocery Delivery,Income,103.41
2022-08-29 02:26:20.357566,Pest Control,Income,388.54
2022-08-29 03:39:12.318096,Home Renovation,Expense,342.71
2022-08-29 06:50:31.337393,Pet Grooming,Income,407.85
2022-08-29 10:43:15.202746,Online Coaching,Income,178.33
2022-08-29 14:07:45.794377,Business Supplies,Income,68.18
2022-08-29 16:46:47.314651,Storage Unit Rental,Income,412.99
2022-08-29 17:36:44.973693,Car Repair,Expense,34.79
2022-08-29 19:25:04.524005,Software Subscription,Income,20.71
2022-08-29 21:11:36.710595,Uber Ride,Income,402.3
2022-08-30 01:14:54.916675,Bowling Alley,Income,140.01
2022-08-30 02:48:51.053400,Pharmacy,Expense,93.34
2022-08-30 05:26:15.206052,Toll Road Fee,Income,432.48
2022-08-30 08:20:24.448385,Firewood,Income,364.08
2022-08-30 09:07:10.531858,Credit Report Fee,Expense,353.42
2022-08-30 10:35:58.011212,Vacation Home Rental,Expense,22.04
2022-08-30 10:54:41.705149,Museum Tickets,Income,459.64
2022-08-30 12:44:34.847475,Wire Transfer Fee,Income,44.59
2022-08-30 16:04:30.304364,Subscription Renewal,Income,305.85
2022-08-30 16:10:07.513639,Laundry Service,Expense,363.26
2022-08-30 17:01:31.362248,Online Course,Income,62.79
2022-08-30 19:45:38.682085,Savings Deposit,Income,254.7
2022-08-30 20:59:59.317619,Gym Membership,Expense,257.77
2022-08-30 22:30:54.276345,Private Jet Rental,Income,188.88
2022-08-31 03:23:21.891735,Restaurant Takeout,Expense,66.07
2022-08-31 06:28:56.442750,Charity Event,Expense,485.97
2022-08-31 12:18:23.850700,Event Registration,Expense,36.29
2022-08-31 13:18:28.328660,Library Fee,Expense,439.11
2022-08-31 14:41:18.068862,Tree Trimming,Income,471.56
2022-08-31 14:44:24.397508,Day Spa,Income,164.8
2022-08-31 16:44:54.408267,Holiday Shopping,Income,333.75
2022-08-31 22:15:52.236099,Debt Collection,Expense,154.88
2022-08-31 23:07:02.826553,Cell Phone Purchase,Income,86.94
2022-08-31 23:12:29.712834,Online Marketplace,Income,84.99
2022-08-31 23:14:15.091680,Phone Accessory,Expense,427.62
2022-09-01 01:51:40.376810,Textbooks,Income,34.5
2022-09-01 06:50:56.145823,Pharmacy,Income,42.53
2022-09-01 07:05:42.977163,Monthly Rent,Expense,488.28
2022-09-01 07:06:22.941825,Charity Event,Income,453.16
2022-09-01 07:20:05.861172,Amazon Purchase,Income,230.53
2022-09-01 07:25:37.905493,School Supplies,Income,383.72
2022-09-01 09:02:26.086669,Bank Service Charge,Income,169.09
2022-09-01 16:36:01.608902,Museum Tickets,Income,494.33
2022-09-01 18:28:52.390936,Daycare Fees,Expense,94.94
2022-09-02 00:00:46.601969,Insurance Payment,Expense,236.43
2022-09-02 02:25:54.322175,Tuition Payment,Income,25.57
2022-09-02 03:24:20.725201,Roof Repair,Income,285.23
2022-09-02 03:55:46.641088,Prescription Meds,Expense,296.57
2022-09-02 05:08:00.566271,Window Cleaning,Income,126.91
2022-09-02 08:32:20.979423,Travel Insurance,Income,9.1
2022-09-02 11:03:32.481561,Software Subscription,Expense,310.15
2022-09-02 12:27:04.755105,Spa Package,Income,51.88
2022-09-02 13:24:43.794882,Overdraft Fee,Expense,304.55
2022-09-02 16:42:57.015871,Medical Expense,Expense,124.1
2022-09-02 17:00:39.387461,Savings Deposit,Income,456.02
2022-09-02 17:18:50.594682,Golf Club Membership,Expense,486.23
2022-09-02 19:37:20.769545,Doctor Visit,Expense,302.16
2022-09-02 20:30:37.640055,Car Registration,Expense,20.6
2022-09-02 20:42:26.836654,Online Marketplace,Income,188.09
2022-09-02 20:45:17.405222,Ski Resort,Expense,154.98
2022-09-03 01:35:54.394811,Vehicle Insurance,Income,131.63
2022-09-03 02:28:31.161577,Phone Bill,Income,353.61
2022-09-03 05:11:56.988563,Hunting License,Expense,253.34
2022-09-03 08:16:56.356353,Health Insurance,Income,499.78
2022-09-03 09:51:42.717067,Property Tax,Income,394.89
2022-09-03 10:24:37.940065,Therapist Session,Income,162.44
2022-09-03 12:47:52.438074,Grocery Delivery,Expense,207.72
2022-09-03 16:10:25.790154,Cell Phone Purchase,Income,25.85
2022-09-03 17:28:07.275121,Software Subscription,Income,177.92
2022-09-03 22:09:18.203701,Trust Fund Contribution,Expense,117.55
2022-09-03 22:16:53.651328,Medical Checkup,Income,484.81
2022-09-03 22:39:41.997383,Career Counseling,Expense,272.03
2022-09-03 22:50:51.686288,Pet Supplies,Income,123.51
2022-09-03 22:58:23.322270,Gym Membership,Expense,465.74
2022-09-03 23:05:33.319618,Software Subscription,Expense,37.38
2022-09-04 01:12:42.910468,Investment Brokerage Fee,Expense,83.8
2022-09-04 04:06:15.988530,Mortgage Payment,Income,171.16
2022-09-04 04:43:28.930179,Photography Service,Income,117.78
2022-09-04 05:00:26.160071,Yoga Class,Expense,211.43
2022-09-04 05:40:18.779035,Yacht Charter,Expense,96.51
2022-09-04 06:10:19.590708,Coffee Shop,Expense,462.2
2022-09-04 06:33:19.954779,Real Estate Agent Fee,Expense,239.14
2022-09-04 08:29:07.318558,Sporting Goods,Expense,490.37
2022-09-04 08:55:24.944619,Computer Purchase,Income,372.93
2022-09-04 14:57:36.987293,Career Counseling,Expense,180.21
2022-09-04 16:21:13.874462,Dental Care,Expense,383.69
2022-09-04 17:01:58.817089,Phone Bill,Expense,342.98
2022-09-04 18:08:52.404488,Notary Service,Expense,470.95
2022-09-04 19:48:16.492370,Hunting License,Expense,331.95
2022-09-04 20:30:32.511974,Student Loan Payment,Income,157.39
2022-09-04 21:37:22.027437,Photography Service,Expense,172.11
2022-09-05 02:47:57.245889,Clothing Store,Expense,403.52
2022-09-05 03:06:25.006890,Hotel Stay,Expense,380.56
2022-09-05 05:48:38.536343,Car Fuel,Income,290.7
2022-09-05 06:14:10.214330,Netflix Subscription,Expense,39.66
2022-09-05 08:07:55.965198,Boat Rental,Expense,244.59
2022-09-05 14:42:16.982466,Online Course,Income,100.66
2022-09-05 16:43:56.165003,Amazon Purchase,Income,366.94
2022-09-05 19:52:47.593522,Sales Tax,Income,99.77
2022-09-05 20:02:35.839803,Legal Fees,Expense,325.11
2022-09-05 21:44:18.879581,HVAC Maintenance,Expense,465.38
2022-09-05 22:40:04.298042,Electricity Bill,Expense,138.72
2022-09-05 23:30:30.496780,Golf Club Membership,Expense,22.37
2022-09-06 00:48:05.375544,Cabin Rental,Income,317.22
2022-09-06 04:30:56.300714,Health Insurance,Expense,317.51
2022-09-06 08:10:47.545964,Personal Loan Payment,Expense,187.7
2022-09-06 09:02:33.219937,Background Check,Expense,470.14
2022-09-06 09:05:06.405958,Property Tax,Income,255.47
2022-09-06 09:53:25.328045,Court Fees,Expense,41.16
2022-09-06 13:50:18.497704,Pet Grooming,Expense,274.94
2022-09-06 15:50:14.387736,Funeral Expenses,Expense,178.37
2022-09-06 16:29:40.562147,Personal Trainer,Expense,240.2
2022-09-06 16:37:31.439393,Car Loan Payment,Expense,238.09
2022-09-06 19:59:10.722502,Netflix Subscription,Income,16.58
2022-09-06 21:07:28.084269,Birthday Gift,Expense,422.59
2022-09-06 22:34:48.599842,Credit Card Payment,Income,183.62
2022-09-07 00:08:24.939232,Hardware Store,Income,215.98
2022-09-07 03:53:25.908849,Streaming Rental,Expense,449.01
2022-09-07 07:30:26.615941,Personal Trainer,Income,455.15
2022-09-07 10:48:06.065514,Camera Equipment,Income,493.28
2022-09-07 11:08:44.890039,Home Renovation,Expense,233.63
2022-09-07 15:02:32.329347,Resume Service,Expense,33.88
2022-09-07 15:11:07.429744,Hotel Stay,Income,406.77
2022-09-07 15:22:51.657186,Book Purchase,Expense,198.02
2022-09-07 19:44:16.839118,Pet Grooming,Expense,473.03
2022-09-07 20:22:34.883938,Pet Grooming,Expense,146.1
2022-09-07 21:48:42.001571,Foreign Transaction Fee,Expense,390.17
2022-09-07 22:39:27.613249,Optometry Visit,Income,21.33
2022-09-08 00:15:56.816243,Career Counseling,Expense,15.38
2022-09-08 02:28:59.096858,Charity Event,Expense,107.34
2022-09-08 02:48:56.400306,Restaurant Takeout,Income,353.53
2022-09-08 03:19:34.131134,Monthly Rent,Income,177.71
2022-09-08 04:05:42.386771,Spa Package,Expense,283.11
2022-09-08 05:04:41.686132,Outdoor Equipment,Expense,266.82
2022-09-08 05:52:33.354763,Car Registration,Expense,430.39
2022-09-08 11:09:17.784915,Netflix Subscription,Income,37.42
2022-09-08 12:04:17.511616,Anniversary Gift,Expense,313.18
2022-09-08 12:38:07.387506,Resume Service,Income,479.53
2022-09-08 15:24:23.537555,Electricity Bill,Expense,270.5
2022-09-08 15:37:44.451917,Job Board Fee,Income,9.64
2022-09-08 20:43:59.370811,Uber Ride,Expense,236.13
2022-09-08 21:04:41.797038,Golf Course,Income,432.12
2022-09-08 21:22:37.848848,Gas Station,Income,426.9
2022-09-09 03:48:28.140451,Real Estate Agent Fee,Expense,195.15
2022-09-09 07:54:15.308550,Electrician Service,Income,62.63
2022-09-09 10:43:26.577890,Insurance Payment,Income,442.65
2022-09-09 11:22:31.696708,Storage Unit Rental,Expense,304.44
2022-09-09 12:41:07.886946,Personal Trainer,Income,35.74
2022-09-09 13:10:50.565102,Book Purchase,Expense,262.76
2022-09-09 16:30:17.019656,Credit Card Payment,Expense,126.46
2022-09-09 18:52:42.165737,Pest Control,Income,358.5
2022-09-10 02:32:41.620378,HVAC Maintenance,Expense,167.0
2022-09-10 02:54:50.891841,Life Insurance,Income,35.08
2022-09-10 05:28:05.831711,Vacation Package,Expense,222.19
2022-09-10 05:44:36.816847,Gas Station,Expense,482.61
2022-09-10 07:24:30.458051,Overdraft Fee,Expense,54.23
2022-09-10 09:47:57.162418,Trust Fund Contribution,Income,153.08
2022-09-10 10:38:06.165710,Tattoo Parlor,Income,156.31
2022-09-10 16:40:47.161181,Textbooks,Expense,382.54
2022-09-10 16:44:01.967131,Uber Ride,Expense,134.77
2022-09-10 19:17:42.272700,Weekend Getaway,Income,208.3
2022-09-10 19:19:40.898805,Used Car Purchase,Income,303.08
2022-09-10 19:23:54.273529,Grocery Delivery,Income,202.94
2022-09-10 20:47:17.767467,Office Supplies,Expense,91.4
2022-09-10 23:04:25.547436,Natural Gas Bill,Expense,386.84
2022-09-11 04:10:03.623641,Concert Tickets,Income,300.45
2022-09-11 04:38:57.329955,Camera Equipment,Expense,175.19
2022-09-11 04:40:16.173510,Snowmobile Rental,Income,294.63
2022-09-11 05:03:08.857378,Luxury Car Lease,Expense,349.81
2022-09-11 05:09:31.972240,Airport Parking,Expense,58.23
2022-09-11 06:45:35.417629,Pharmacy,Income,413.11
2022-09-11 07:25:26.956854,Hair Salon,Income,269.46
2022-09-11 09:14:05.121203,Theater Tickets,Income,462.08
2022-09-11 10:02:01.620256,Home Cleaning,Expense,98.36
2022-09-11 20:16:50.259478,Credit Card Payment,Income,457.49
2022-09-11 21:58:55.502126,Car Repair,Expense,437.34
2022-09-11 22:27:03.344962,Pet Grooming,Income,324.2
2022-09-11 22:36:19.576846,Gas Station,Expense,474.9
2022-09-12 01:41:56.154923,Home Appliance,Expense,162.83
2022-09-12 02:43:57.800112,Freelance Work,Expense,171.9
2022-09-12 03:22:32.799349,Wire Transfer Fee,Income,94.24
2022-09-12 04:16:02.807068,Health Insurance,Income,371.74
2022-09-12 04:55:16.518191,Home Renovation,Income,426.26
2022-09-12 07:23:35.181551,Window Cleaning,Expense,83.8
2022-09-12 08:21:29.168121,Camera Equipment,Income,233.27
2022-09-12 09:01:06.896197,Roof Repair,Expense,496.84
2022-09-12 10:27:03.604912,Flight Ticket,Expense,229.66
2022-09-12 16:46:45.549407,Fitness Equipment,Income,99.16
2022-09-12 17:09:14.501816,Dental Care,Income,269.03
2022-09-12 20:40:36.714718,Loan Repayment,Income,304.37
2022-09-12 21:28:37.839352,Hiking Gear,Expense,414.37
2022-09-12 22:38:17.266891,Department Store,Income,208.74
2022-09-12 22:43:51.053036,Snow Removal,Income,459.08
2022-09-13 08:06:30.320576,Textbooks,Expense,199.18
2022-09-13 10:43:36.094977,Hotel Stay,Income,33.93
2022-09-13 12:39:34.811607,Wine Subscription,Income,106.49
2022-09-13 14:20:13.205876,Natural Gas Bill,Income,62.7
2022-09-13 17:15:54.636958,Roof Repair,Expense,411.9
2022-09-13 22:40:45.156227,Dog Walker,Income,493.53
2022-09-14 00:36:25.852415,Digital Download,Income,393.11
2022-09-14 05:47:26.764659,Car Loan Payment,Income,314.68
2022-09-14 06:07:52.610564,Charity Event,Expense,253.27
2022-09-14 08:06:26.698706,Wedding Gift,Expense,38.41
2022-09-14 09:51:00.741724,Gifts & Cards,Income,471.96
2022-09-14 10:29:28.005898,Roof Repair,Expense,238.42
2022-09-14 10:54:07.281898,Freelance Work,Expense,304.8
2022-09-14 11:10:30.151120,Donation to Charity,Expense,233.3
2022-09-14 13:50:11.731014,Museum Tickets,Expense,355.64
2022-09-14 15:01:21.931197,Loan Repayment,Income,322.32
2022-09-14 17:06:18.770268,Retirement Contribution,Expense,291.64
